Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
201800015801;2;1;0;0;2;1;1;B01
201800015802;0;7;0;6;0;1;13;A01
201800015803;0;7;0;13;2;7;1;B01
201800015803;0;13;0;13;2;2;1;A01
201800015804;1;10;0;0;1;2;14;A01
201800015805;1;33;0;13;0;0;14;A01
201800015806;2;7;0;6;2;3;1;B01
201800015806;1;7;0;0;2;3;13;A01
201800015807;2;33;0;12;0;1;0;A01
201800015808;2;7;0;0;2;0;1;A01
201800015808;1;7;0;0;2;3;1;B01
201800015809;2;33;0;0;2;1;1;B01
201800015809;2;7;0;0;2;2;19;A01
201800015810;2;7;0;0;2;8;1;A01
201800015810;1;7;0;0;2;8;1;B01
201800015811;1;7;0;0;2;7;1;A01
201800015811;2;7;0;0;2;1;1;B01
201800015812;1;32;0;12;0;1;1;A01
201800015813;2;7;0;0;2;3;13;A01
201800015813;1;7;0;0;2;3;1;B01
201800015814;1;34;0;0;2;2;17;A01
201800015814;1;7;0;0;2;3;15;B01
201800015815;1;1;0;0;2;8;11;A01
201800015815;1;10;0;0;9;2;9;B01
201800015816;1;7;0;0;2;8;19;A01
201800015816;1;33;0;0;2;2;21;B01
201800015817;1;7;0;0;0;4;0;A01
201800015817;1;33;0;0;2;1;2;B01
201800015818;2;7;0;0;2;7;15;A01
201800015818;1;33;0;0;2;1;1;B01
201800015819;2;10;0;0;2;1;19;A01
201800015819;1;10;0;0;2;1;1;B01
201800015820;1;7;0;0;2;1;1;A01
201800015820;1;1;0;0;2;4;1;B01
201800015821;0;7;0;13;0;1;1;A01
201800015822;1;7;0;0;2;1;13;A01
201800015822;2;10;0;0;2;8;1;B01
201800015822;2;10;0;0;2;8;1;C01
201800015822;2;10;0;0;2;1;1;D01
201800015823;1;7;0;0;1;2;0;A01
201800015824;2;7;0;0;2;1;2;C01
201800015824;2;7;0;0;2;8;2;A01
201800015824;2;7;0;0;2;6;2;B01
201800015825;2;7;0;13;0;3;1;A01
201800015826;1;7;0;2;0;1;1;A01
201800015827;1;7;0;2;0;1;1;A01
201800015828;2;7;0;0;2;1;1;A01
201800015828;2;7;0;0;0;4;23;B01
201800015828;2;7;0;0;2;4;23;C01
201800015828;2;7;0;0;0;4;23;D01
201800015829;1;7;0;0;2;1;15;A01
201800015829;2;7;0;0;2;1;1;B01
201800015829;1;7;0;0;2;1;1;C01
201800015830;1;2;0;0;2;1;5;A01
201800015830;2;7;0;0;2;2;5;B01
201800015831;1;7;0;0;0;7;15;A01
201800015831;2;7;0;0;2;1;1;B01
201800015832;2;2;0;0;2;1;15;A01
201800015832;1;15;0;0;2;2;1;B01
201800015833;2;7;0;8;0;5;1;A01
201800015834;1;7;0;0;0;1;1;A01
201800015835;1;7;0;0;2;2;2;A01
201800015835;1;1;0;0;2;4;1;B01
201800015836;1;7;0;0;6;1;1;A01
201800015837;0;7;0;0;1;2;19;A01
201800015837;0;7;0;0;2;1;2;B01
201800015838;2;7;0;2;0;1;16;A01
201800015839;1;7;0;0;2;8;0;A01
201800015839;1;33;0;0;2;1;19;B01
201800015839;2;7;0;14;0;2;0;C01
201800015840;2;7;0;0;2;1;1;A01
201800015840;2;7;0;0;0;5;1;B01
201800015841;2;7;0;2;0;1;13;A01
201800015842;1;33;0;0;2;1;13;A01
201800015842;2;7;0;0;2;2;1;B01
201800015843;1;7;0;0;2;8;1;B01
201800015843;2;33;0;0;2;4;13;A01
201800015844;2;33;0;2;0;1;1;A01
201800015845;1;7;0;2;0;1;1;A01
201800015846;1;7;0;2;0;1;1;A01
201800015847;2;1;0;0;0;8;13;A01
201800015848;1;7;0;0;2;7;17;B01
201800015848;1;1;0;0;2;8;1;A01
201800015849;1;7;0;2;0;3;1;A01
201800015850;2;7;0;0;2;1;13;A01
201800015850;1;7;0;0;2;1;1;B01
201800015850;1;7;0;0;2;1;1;C01
201800015851;2;7;0;0;2;1;1;A01
201800015851;2;1;0;0;0;4;1;B01
201800015852;1;7;0;2;0;1;1;A01
201800015853;2;7;0;0;2;3;15;A01
201800015853;1;10;0;0;2;2;1;B01
201800015854;2;7;0;0;2;5;17;A01
201800015854;2;1;0;0;2;3;1;B01
201800015855;1;7;0;0;1;2;21;A01
201800015856;2;3;0;0;0;0;1;A01
201800015857;1;7;0;0;2;1;1;B01
201800015857;1;7;0;0;2;1;1;C01
201800015857;1;7;0;0;2;1;5;A01
201800015857;1;7;0;0;2;1;1;D01
201800015858;2;7;0;0;2;3;13;A01
201800015858;1;7;0;0;2;3;1;B01
201800015859;2;7;0;0;9;3;1;A01
201800015859;1;1;0;0;2;8;19;B01
201800015860;2;7;0;2;0;2;16;A01
201800015861;0;7;0;15;0;0;0;A01
201800015862;1;7;0;0;2;3;5;A01
201800015862;2;10;0;0;2;2;21;B01
201800015863;2;2;0;0;2;8;1;A01
201800015864;1;2;0;0;2;1;1;A01
201800015864;1;7;0;0;9;4;9;B01
201800015865;1;7;0;0;2;3;1;A01
201800015865;2;7;0;0;2;3;1;B01
201800015866;0;36;0;0;0;0;0;A01
201800015867;2;33;0;0;2;1;13;A01
201800015867;1;7;0;0;2;3;1;B01
201800015868;1;33;0;0;6;1;1;A01
201800015869;1;7;0;0;2;7;15;A01
201800015869;2;31;0;0;2;1;1;B01
201800015870;1;7;0;0;0;9;1;A01
201800015871;2;7;0;2;0;0;1;A01
201800015872;1;7;0;13;0;9;1;A01
201800015873;1;33;0;16;0;1;1;A01
201800015874;1;7;0;0;2;3;19;A01
201800015874;2;1;0;0;2;1;1;B01
201800015875;2;7;0;0;2;1;17;A01
201800015875;1;7;0;0;2;1;1;B01
201800015876;2;33;0;0;2;1;1;A01
201800015876;2;7;0;0;2;3;1;B01
201800015877;1;7;0;12;2;3;16;A01
201800015877;2;7;0;12;2;2;1;B01
201800015878;2;7;0;0;2;7;15;A01
201800015878;1;7;0;0;2;2;0;B01
201800015879;2;7;0;0;2;1;13;A01
201800015879;2;7;0;15;2;1;1;B01
201800015880;2;7;0;0;2;1;1;A01
201800015880;1;14;0;0;2;1;1;B01
201800015881;0;7;0;1;0;4;1;A01
201800015881;0;7;0;0;2;1;24;B01
201800015882;2;33;0;0;2;1;17;A01
201800015882;2;7;0;0;2;8;15;B01
201800015883;1;7;0;5;9;0;1;A01
201800015884;0;7;0;0;2;2;2;A01
201800015884;0;2;0;0;2;6;2;B01
201800015885;0;7;0;2;0;1;17;A01
201800015886;2;7;0;2;0;1;1;A01
201800015887;1;7;0;0;0;5;15;A01
201800015887;1;1;0;0;2;1;1;B01
201800015888;2;33;0;0;2;1;21;A01
201800015888;1;21;0;0;2;7;15;B01
201800015889;2;7;0;0;2;3;0;A01
201800015889;1;33;0;5;2;1;0;B01
201800015890;1;33;0;6;0;1;1;A01
201800015891;2;7;0;0;2;3;13;A01
201800015891;1;7;0;0;2;3;1;B01
201800015891;2;7;0;0;2;3;1;C01
201800015892;1;21;0;0;2;8;15;A01
201800015892;1;33;0;0;2;0;17;B01
201800015893;0;36;0;0;0;7;1;A01
201800015894;1;33;0;16;0;0;1;A01
201800015895;2;7;0;0;2;2;14;A01
201800015895;1;7;0;0;2;3;1;B01
201800015896;1;7;0;3;0;3;21;A01
201800015896;2;33;0;0;0;1;13;B01
201800015897;0;7;0;0;2;3;1;A01
201800015897;0;1;0;0;2;1;11;B01
201800015898;2;7;0;0;2;1;17;A01
201800015898;1;7;0;0;2;1;1;B01
201800015899;2;7;0;0;2;0;2;A01
201800015899;2;1;0;0;0;4;2;B01
201800015900;1;33;0;0;2;0;16;A01
201800015900;2;7;0;0;9;2;1;B01
201800015901;2;7;0;2;0;1;1;A01
201800015902;2;1;0;0;9;3;2;A01
201800015902;2;10;0;0;2;2;2;B01
201800015903;2;7;0;13;0;0;0;A01
201800015904;2;7;0;16;0;7;0;A01
201800015905;2;33;0;0;2;1;1;A01
201800015905;1;7;0;0;2;3;17;B01
201800015906;1;10;0;13;0;2;0;A01
201800015907;2;1;0;0;2;1;1;A01
201800015907;1;21;0;0;9;3;9;B01
201800015908;2;7;0;0;2;1;13;A01
201800015908;1;7;0;3;2;1;1;B01
201800015909;2;7;0;13;0;3;0;A01
201800015910;1;33;0;0;2;1;1;A01
201800015910;2;7;0;0;2;2;15;B01
201800015911;1;7;0;0;2;1;13;A01
201800015911;2;10;0;0;2;2;1;B01
201800015912;1;34;0;0;2;0;1;A01
201800015912;2;7;0;0;2;3;1;B01
201800015913;2;7;0;2;0;8;0;A01
201800015914;1;7;0;7;0;8;1;A01
201800015915;2;10;0;0;2;1;5;A01
201800015915;1;10;0;13;2;1;13;B01
201800015916;0;34;0;15;0;1;1;A01
201800015917;1;7;0;2;9;1;1;A01
201800015918;2;33;0;0;0;8;1;A01
201800015919;0;7;0;0;1;3;1;A01
201800015920;1;33;0;3;0;7;1;A01
201800015921;1;7;0;0;2;1;15;A01
201800015921;0;33;0;0;2;8;1;B01
201800015922;2;33;0;0;2;1;17;A01
201800015922;1;7;0;0;2;1;1;B01
201800015923;1;7;0;2;0;1;1;A01
201800015924;1;2;0;1;0;1;1;A01
201800015924;1;10;0;0;2;6;24;B01
201800015925;1;7;0;0;1;2;0;A01
201800015926;1;16;0;0;2;5;1;A01
201800015926;1;16;0;0;2;2;17;B01
201800015926;1;7;0;0;2;2;17;C01
201800015927;1;7;0;6;0;1;1;A01
201800015928;1;7;0;0;1;2;1;A01
201800015929;1;7;0;2;0;1;1;A01
201800015930;1;33;0;0;2;1;17;A01
201800015930;1;7;0;0;0;6;15;B01
201800015931;0;7;0;0;0;9;1;A01
201800015932;2;33;0;0;9;7;1;A01
201800015932;1;1;0;0;2;8;1;B01
201800015933;1;33;0;3;0;0;0;A01
201800015934;2;7;0;13;0;9;14;A01
201800015935;2;33;0;0;0;8;1;A01
201800015936;2;31;0;0;6;1;1;A01
201800015936;2;7;0;0;2;0;1;B01
201800015937;2;7;0;13;2;1;1;A01
201800015937;2;7;0;0;0;4;1;B01
201800015938;1;2;0;0;0;8;2;A01
201800015939;2;7;0;0;1;2;1;A01
201800015940;2;7;0;0;2;1;1;B01
201800015940;1;7;0;0;2;1;17;A01
201800015941;2;1;0;0;2;8;19;A01
201800015941;1;1;0;0;2;1;1;B01
201800015942;0;10;0;0;2;2;1;A01
201800015942;0;99;0;0;2;1;16;B01
201800015943;1;1;0;0;2;0;1;B01
201800015943;2;7;0;0;2;7;15;A01
201800015944;2;7;0;0;1;3;15;A01
201800015945;2;33;0;0;2;3;1;A01
201800015945;1;7;0;0;2;3;1;B01
201800015946;2;7;0;0;2;3;20;A01
201800015946;1;34;0;0;2;2;1;B01
201800015947;1;7;0;0;2;3;1;B01
201800015947;2;33;0;0;2;8;13;A01
201800015948;2;7;0;0;0;9;14;A01
201800015949;1;7;0;0;2;1;17;A01
201800015949;1;14;0;0;2;6;1;B01
201800015950;2;33;0;0;2;1;1;A01
201800015950;2;21;0;0;2;6;1;B01
201800015951;1;1;0;13;0;1;1;A01
201800015952;1;7;0;0;1;3;1;A01
201800015953;2;7;0;0;2;7;13;A01
201800015953;1;7;0;0;2;8;1;B01
201800015954;2;7;0;0;2;3;13;A01
201800015954;1;7;0;3;2;3;1;B01
201800015955;2;7;0;0;2;2;1;B01
201800015955;1;2;0;0;2;1;13;A01
201800015956;1;7;0;0;0;9;14;A01
201800015957;1;7;0;13;2;3;1;B01
201800015957;2;7;0;0;2;3;13;A01
201800015958;1;13;0;1;0;3;13;A01
201800015959;1;7;0;0;2;1;16;A01
201800015959;2;7;0;0;2;1;1;B01
201800015960;1;7;0;0;2;2;13;A01
201800015960;2;7;0;0;2;2;1;B01
201800015961;1;7;0;0;2;1;19;A01
201800015961;1;7;0;0;2;6;1;B01
201800015962;1;7;0;0;0;6;2;B01
201800015962;1;33;0;0;2;1;2;A01
201800015963;2;21;0;0;2;3;15;B01
201800015963;2;7;0;0;2;2;17;A01
201800015964;2;15;0;1;2;1;1;B01
201800015964;1;15;0;0;2;1;13;A01
201800015965;2;7;0;0;2;1;1;B01
201800015965;1;7;0;0;2;3;15;A01
201800015966;1;7;0;0;1;7;14;A01
201800015967;1;7;0;0;0;0;0;A01
201800015968;1;13;0;0;2;5;15;A01
201800015968;2;7;0;0;2;1;1;B01
201800015969;2;33;0;0;0;0;21;A01
201800015970;1;33;0;0;2;1;1;A01
201800015970;1;33;0;0;2;4;1;B01
201800015971;2;7;0;0;2;3;1;B01
201800015971;1;33;0;0;2;1;13;A01
201800015972;2;7;0;13;0;9;0;A01
201800015973;2;7;0;0;2;3;13;A01
201800015973;1;7;0;0;2;3;1;B01
201800015974;2;7;0;0;2;3;15;A01
201800015974;2;2;0;0;2;1;1;B01
201800015975;0;2;0;0;2;1;0;B01
201800015975;0;2;0;0;2;2;0;A01
201800015976;2;7;0;0;2;2;14;A01
201800015976;2;33;0;0;2;4;23;B01
201800015977;1;33;0;0;0;0;1;A01
201800015978;1;7;0;0;2;1;13;A01
201800015978;2;7;0;0;2;3;1;B01
201800015979;2;7;0;0;2;8;24;A01
201800015979;2;1;0;1;0;1;17;B01
201800015980;1;7;0;0;2;1;1;B01
201800015980;2;7;0;0;2;3;15;A01
201800015981;1;7;0;0;2;2;1;B01
201800015981;2;7;0;0;2;7;15;A01
201800015982;1;7;0;0;2;1;15;A01
201800015982;2;33;0;0;2;1;17;B01
201800015983;1;1;0;0;2;1;15;A01
201800015983;2;13;0;0;2;2;1;B01
201800015984;1;7;0;0;2;1;1;B01
201800015984;2;7;0;0;2;3;16;A01
201800015985;2;7;0;0;2;1;13;A01
201800015985;1;7;0;0;2;1;1;B01
201800015986;2;33;0;0;0;2;17;A01
201800015987;2;7;0;0;2;1;13;A01
201800015987;1;1;0;0;2;1;1;B01
201800015988;1;2;0;2;0;1;14;A01
201800015989;1;36;0;0;0;9;0;A01
201800015990;1;2;0;0;2;1;1;A01
201800015990;1;7;0;0;0;4;20;B01
201800015991;2;2;0;0;2;1;1;A01
201800015991;2;1;0;0;2;1;15;B01
201800015992;1;7;0;13;0;0;1;A01
201800015993;1;1;0;0;2;1;1;B01
201800015993;1;7;0;0;2;1;15;A01
201800015994;1;7;0;12;0;7;0;A01
201800015995;1;33;0;0;2;1;2;A01
201800015995;1;33;0;0;2;4;2;B01
201800015996;2;7;0;1;0;1;14;A01
201800015997;2;7;0;0;2;1;1;A01
201800015997;2;7;0;0;0;6;1;B01
201800015998;1;7;0;2;0;1;1;A01
201800015999;1;7;0;13;0;3;1;A01
201800016000;1;10;0;0;2;1;1;B01
201800016000;2;7;0;2;2;1;13;A01
201800016001;0;32;0;8;0;1;0;A01
201800016002;2;7;0;0;2;3;15;A01
201800016002;1;33;0;0;2;2;1;B01
201800016003;0;7;0;2;0;1;14;A01
201800016004;1;33;0;0;2;9;1;B01
201800016004;2;7;0;0;2;3;1;C01
201800016004;1;33;0;0;2;9;13;A01
201800016005;1;7;0;8;;3;13;A01
201800016006;1;7;0;13;2;3;1;B01
201800016006;2;7;0;0;2;3;13;A01
201800016007;1;7;0;6;0;3;13;A01
201800016008;1;7;0;2;0;3;14;A01
201800016009;2;7;0;0;2;1;13;A01
201800016009;1;7;0;0;2;1;1;B01
201800016010;2;7;0;0;1;3;13;A01
201800016011;2;7;0;6;0;2;14;A01
201800016012;1;7;0;0;2;3;1;B01
201800016012;2;33;0;3;2;2;1;A01
201800016013;2;1;0;0;2;1;13;A01
201800016013;1;33;0;0;2;1;13;B01
201800016014;2;7;0;0;2;1;1;B01
201800016014;2;33;0;0;2;1;13;A01
201800016015;2;7;0;0;2;3;13;A01
201800016015;1;7;0;0;2;3;1;B01
201800016016;2;7;0;0;2;3;13;A01
201800016016;1;7;0;0;2;3;1;B01
201800016016;2;7;0;0;2;6;1;C01
201800016017;1;7;0;13;0;3;13;A01
201800016018;1;7;0;0;2;3;13;A01
201800016018;2;7;0;0;2;3;1;B01
201800016019;2;1;0;0;2;1;1;A01
201800016019;1;7;0;0;2;3;1;B01
201800016020;2;7;0;0;1;8;1;A01
201800016021;1;33;0;0;2;1;1;B01
201800016021;2;7;0;0;2;3;15;A01
201800016022;2;7;0;3;2;2;1;B01
201800016022;1;7;0;3;2;3;13;A01
201800016023;2;7;0;0;2;1;13;A01
201800016023;1;7;0;0;2;3;1;B01
201800016024;1;7;0;0;2;3;13;A01
201800016024;2;7;0;0;2;3;1;B01
201800016025;2;10;0;0;2;6;4;A01
201800016025;2;30;0;0;2;1;2;B01
201800016026;1;7;0;0;0;8;1;A01
201800016026;1;1;0;0;2;1;1;B01
201800016027;2;7;0;6;0;1;13;A01
201800016028;1;7;0;0;0;4;1;A01
201800016028;1;14;0;0;2;1;1;B01
201800016029;1;7;0;0;2;3;13;A01
201800016029;2;7;0;0;2;3;1;B01
201800016030;1;2;0;0;2;1;5;A01
201800016030;0;7;0;0;2;2;1;B01
201800016031;1;7;0;0;1;1;0;A01
201800016032;1;33;0;0;2;1;17;A01
201800016032;2;7;0;0;2;1;1;B01
201800016033;0;7;0;0;2;3;1;A01
201800016033;0;7;0;0;2;3;1;B01
201800016034;2;7;0;2;0;3;0;A01
201800016035;1;2;0;14;0;1;1;A01
201800016036;0;7;0;0;1;2;2;A01
201800016037;0;7;0;0;1;1;1;A01
201800016038;1;7;0;2;0;5;1;A01
201800016039;0;7;0;13;0;3;13;A01
201800016040;0;10;0;0;1;2;1;A01
201800016041;1;7;0;0;2;2;1;B01
201800016041;1;2;0;0;2;1;16;A01
201800016042;2;14;0;0;2;2;1;B01
201800016042;0;7;0;0;2;8;19;A01
201800016043;1;7;0;0;9;2;1;A01
201800016043;1;1;0;0;2;4;1;B01
201800016044;0;7;0;0;1;3;15;A01
201800016045;1;7;0;0;0;3;13;A01
201800016045;2;10;0;0;2;2;13;B01
201800016046;0;7;0;0;1;2;1;A01
201800016047;2;7;0;2;0;1;1;A01
201800016048;2;7;0;16;0;4;17;A01
201800016049;0;2;0;0;2;8;5;A01
201800016049;0;7;0;0;2;3;1;B01
201800016050;0;7;0;13;0;3;1;A01
201800016051;1;7;0;0;2;1;1;A01
201800016051;0;7;0;0;2;1;16;B01
201800016052;1;1;0;13;0;0;2;A01
201800016053;2;7;0;13;0;1;14;A01
201800016054;1;7;0;1;1;2;1;A01
201800016055;2;7;0;0;2;3;1;A01
201800016055;1;31;0;0;2;3;1;B01
201800016056;1;7;0;0;0;0;1;A01
201800016057;0;7;0;0;0;8;1;A01
201800016058;2;10;0;8;0;8;1;A01
201800016059;2;7;0;13;0;1;1;A01
201800016060;0;7;0;0;4;2;1;A01
201800016060;2;39;2;0;2;3;1;B01
201800016061;2;30;0;0;2;1;6;A01
201800016061;1;7;0;0;2;3;6;B01
201800016062;1;2;0;0;2;2;15;A01
201800016062;2;7;0;0;2;1;1;B01
201800016063;2;7;0;8;0;2;1;A01
201800016064;0;7;0;0;2;3;15;A01
201800016064;0;33;0;0;2;1;1;B01
201800016065;2;1;0;0;2;5;1;B01
201800016065;2;7;0;0;2;1;9;A01
201800016066;1;2;0;0;2;2;17;A01
201800016066;1;2;0;0;2;8;15;B01
201800016067;2;7;0;8;0;3;1;A01
201800016068;2;33;0;0;0;3;17;A01
201800016069;2;33;0;8;2;1;21;A01
201800016069;2;21;0;0;2;5;15;B01
201800016070;1;7;0;0;2;7;1;A01
201800016070;2;10;0;0;2;1;1;B01
201800016071;2;10;0;0;2;1;13;A01
201800016071;1;7;0;0;2;1;0;B01
201800016072;2;7;0;13;0;1;1;A01
201800016073;1;7;0;0;2;2;2;A01
201800016073;1;31;0;0;0;4;2;B01
201800016074;0;7;0;0;1;6;20;A01
201800016075;2;7;0;0;1;1;16;A01
201800016076;0;2;0;6;0;2;1;A01
201800016077;2;7;0;0;2;3;5;A01
201800016077;1;7;0;0;2;3;1;B01
201800016078;1;33;0;13;0;1;1;A01
201800016079;1;7;0;6;0;3;0;A01
201800016080;1;7;0;0;1;1;1;A01
201800016081;1;33;0;0;2;7;1;A01
201800016081;2;7;0;0;2;1;15;B01
201800016082;1;33;0;13;0;8;1;A01
201800016083;0;7;0;0;2;3;13;A01
201800016083;0;15;0;0;0;8;1;B01
201800016084;1;7;0;13;0;7;1;A01
201800016085;1;7;0;0;2;1;1;A01
201800016085;2;33;0;0;2;1;5;B01
201800016086;0;7;0;15;0;8;1;A01
201800016087;0;7;0;0;1;8;24;A01
201800016088;1;7;0;6;0;1;9;A01
201800016089;1;7;0;0;2;1;13;A01
201800016089;2;15;0;0;2;1;1;B01
201800016090;1;3;0;13;0;1;1;A01
201800016091;1;15;0;0;2;1;1;B01
201800016091;2;7;0;0;2;7;1;A01
201800016092;1;7;0;0;2;2;2;A01
201800016092;1;1;0;0;2;4;2;B01
201800016093;1;7;0;13;0;3;0;A01
201800016094;1;7;0;0;1;3;1;A01
201800016095;1;2;0;0;0;4;15;A01
201800016095;1;7;0;0;2;1;1;B01
201800016096;2;7;0;0;0;2;1;A01
201800016097;1;7;0;0;2;1;0;A01
201800016097;2;3;0;0;2;1;5;B01
201800016098;1;7;0;0;2;1;1;B01
201800016098;0;7;0;0;2;3;15;A01
201800016099;1;7;0;13;0;2;1;A01
201800016100;1;7;0;0;2;1;2;A01
201800016100;1;7;0;0;2;4;2;B01
201800016101;2;7;0;0;2;2;1;A01
201800016101;1;2;0;0;2;1;13;B01
201800016102;1;31;0;12;0;1;15;A01
201800016103;1;7;0;0;2;3;15;A01
201800016103;1;33;0;0;2;1;17;B01
201800016104;2;2;0;0;2;2;15;A01
201800016104;1;33;0;0;2;7;1;B01
201800016105;1;7;0;0;2;6;17;A01
201800016105;1;33;0;0;2;1;17;B01
201800016106;2;33;0;0;0;5;23;A01
201800016106;2;31;0;0;2;8;2;B01
201800016107;0;33;0;1;0;1;1;A01
201800016107;0;7;0;0;2;3;23;B01
201800016108;0;10;0;1;0;5;4;A01
201800016108;0;7;0;0;0;3;24;B01
201800016109;2;10;0;0;2;1;15;A01
201800016109;1;15;0;0;2;3;1;B01
201800016110;1;7;0;0;1;3;1;A01
201800016111;1;7;0;0;2;3;1;A01
201800016111;2;7;0;0;2;3;1;B01
201800016112;1;7;0;0;2;8;19;A01
201800016112;2;7;0;0;2;3;1;B01
201800016113;2;7;0;8;0;1;1;A01
201800016114;0;7;0;0;1;2;1;A01
201800016115;1;1;0;12;0;1;1;A01
201800016116;2;7;0;13;0;1;14;A01
201800016117;2;7;0;0;2;1;2;B01
201800016117;2;14;0;9;0;8;2;A01
201800016118;2;33;0;0;2;3;18;A01
201800016118;2;7;0;0;0;2;0;B01
201800016119;1;7;0;0;2;8;19;A01
201800016119;2;7;0;0;2;1;1;B01
201800016120;0;7;0;0;9;0;1;A01
201800016120;0;1;0;0;0;0;1;B01
201800016120;0;1;0;0;0;0;1;C01
201800016120;0;1;0;0;0;0;1;D01
201800016121;2;7;0;0;9;5;10;A01
201800016121;2;1;0;0;2;1;1;B01
201800016121;2;1;0;0;2;1;1;C01
201800016122;1;2;0;0;2;1;1;A01
201800016122;2;7;0;0;2;7;19;B01
201800016123;2;33;0;13;2;0;2;A01
201800016123;2;33;0;13;2;0;2;B01
201800016124;2;7;0;0;0;3;1;B01
201800016124;1;7;0;0;2;3;1;A01
201800016125;0;7;0;0;2;3;18;A01
201800016125;0;1;0;0;2;7;12;B02
201800016126;0;7;0;0;1;4;20;A01
201800016127;2;7;0;15;0;2;1;A01
201800016128;1;7;0;2;0;1;17;A01
201800016129;2;7;0;0;0;4;23;B01
201800016129;2;7;0;0;2;1;2;A01
201800016130;1;33;0;0;0;9;1;A01
201800016131;2;7;0;0;2;6;17;A01
201800016131;2;33;0;0;0;2;17;B01
201800016132;1;1;0;0;2;1;1;B01
201800016132;2;1;0;0;0;8;1;A01
201800016133;2;33;0;0;0;9;1;A01
201800016134;2;7;0;11;0;1;1;A01
201800016135;2;33;0;0;2;1;1;A01
201800016135;1;7;0;0;0;7;15;B01
201800016136;2;33;0;3;0;8;1;A01
201800016137;1;7;0;2;0;1;1;A01
201800016138;2;21;0;0;0;8;15;B01
201800016138;2;38;1;0;2;2;17;A01
201800016139;0;7;0;0;2;3;1;A01
201800016139;0;1;0;0;0;3;1;B01
201800016140;2;7;0;0;0;7;16;A01
201800016140;1;33;0;0;2;1;1;B01
201800016141;2;7;0;0;2;3;15;A01
201800016141;0;7;0;0;0;3;1;B01
201800016142;2;33;0;0;6;1;1;A01
201800016143;0;7;0;0;2;4;2;B01
201800016143;1;7;0;0;2;1;2;A01
201800016144;1;31;0;0;0;8;1;A01
201800016144;0;7;0;0;2;1;19;B01
201800016145;1;7;0;0;2;1;15;A01
201800016145;2;33;0;0;2;2;1;B01
201800016146;1;7;0;3;0;1;1;A01
201800016147;2;7;0;7;0;1;0;A01
201800016148;1;33;0;2;2;1;21;B01
201800016148;2;7;0;0;2;3;15;A01
201800016149;1;7;0;3;0;3;1;A01
201800016150;1;7;0;3;0;0;1;A01
201800016151;1;7;0;0;0;8;10;A01
201800016151;1;33;0;0;2;1;17;B01
201800016152;2;7;0;0;2;3;13;A01
201800016152;1;7;0;0;2;3;1;B01
201800016153;2;7;0;2;0;1;1;A01
201800016154;2;7;0;3;0;6;1;A01
201800016154;2;7;0;0;2;2;1;B01
201800016155;1;7;0;0;0;4;23;A01
201800016155;1;7;0;0;2;4;23;B01
201800016155;1;7;0;0;2;1;1;C01
201800016155;1;7;0;0;2;1;1;D01
201800016155;1;7;0;0;2;1;1;E01
201800016155;1;7;0;0;2;1;1;1 F
201800016155;1;10;0;0;2;2;1;G01
201800016156;2;7;0;0;2;2;1;A01
201800016156;1;7;0;0;0;1;1;B01
201800016157;2;7;0;0;0;1;1;B01
201800016157;1;7;0;0;2;1;21;A01
201800016157;1;7;0;0;0;0;9;C01
201800016158;1;7;0;13;0;1;17;A01
201800016159;2;7;0;1;0;2;1;A01
201800016160;1;7;0;2;0;2;1;A01
201800016161;1;7;0;0;2;8;17;B01
201800016161;2;1;0;0;2;3;1;A01
201800016162;1;10;0;0;0;4;23;B01
201800016162;1;7;0;0;2;1;1;A01
201800016163;1;7;0;0;0;3;9;A01
201800016163;1;7;0;0;2;1;1;B01
201800016164;1;7;0;0;1;7;1;A01
201800016165;1;7;0;0;2;1;15;A01
201800016165;2;1;0;0;0;8;15;B01
201800016166;2;7;0;0;0;0;9;A01
201800016166;1;33;0;0;0;0;21;B01
201800016167;1;2;0;0;0;8;1;A01
201800016167;2;7;0;0;0;3;1;B01
201800016168;1;7;0;0;0;3;1;B01
201800016168;2;7;0;0;2;1;1;A01
201800016169;2;7;0;14;0;1;1;A01
201800016169;1;7;0;14;0;1;1;B01
201800016170;1;7;0;2;0;2;1;A01
201800016171;2;7;0;8;0;1;1;A01
201800016172;1;7;0;0;0;2;15;B01
201800016172;2;33;0;3;2;2;1;A01
201800016173;2;31;0;6;0;8;1;A01
201800016174;1;7;0;2;0;5;17;A01
201800016175;1;7;0;2;0;1;1;A01
201800016176;2;7;0;0;0;7;1;A01
201800016176;2;1;0;0;2;1;16;B01
201800016177;2;7;0;0;0;1;10;A01
201800016177;2;31;0;0;2;1;1;B01
201800016178;1;30;0;0;0;9;1;A01
201800016179;2;7;0;2;0;2;1;A01
201800016180;1;15;0;0;2;1;1;B01
201800016180;1;1;0;0;2;7;15;A01
201800016181;2;7;0;0;6;2;1;A01
201800016181;1;7;0;0;2;1;1;B01
201800016182;1;7;0;0;2;3;15;A01
201800016182;1;33;0;0;0;7;17;B01
201800016183;1;7;0;0;0;9;1;A01
201800016184;1;15;0;0;2;2;1;A01
201800016184;2;7;0;0;0;8;15;B01
201800016185;1;7;0;15;0;2;1;A01
201800016186;1;7;0;0;2;1;1;A01
201800016186;1;21;0;0;0;4;23;B01
201800016187;2;2;0;0;2;1;1;B01
201800016187;1;3;0;0;0;6;15;A01
201800016188;0;10;0;0;1;1;15;A01
