Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201800011005;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800011006;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800011007;3;37;;;3;4;9;350;0;1;2;;;2;0;3;0
201800011008;4;;;;2;2;;;3;1;1;;;1;5;1;0
201800011009;4;;;;1;1;;;0;1;1;;;1;0;1;0
201800011010;9;;;;3;2;;;0;1;2;;;1;0;1;0
201800011011;4;751;;C;2;2;;;1;1;1;;;1;5;4;0
201800011012;3;910;;;3;1;;;3;1;1;;;1;0;1;0
201800011013;4;;;;4;2;;;0;1;3;;;1;5;1;0
201800011014;3;943;;;4;4;;;3;1;1;;;1;5;1;0
201800011015;4;;;;2;2;;;0;2;1;;;1;0;1;0
201800011016;3;910;;;2;2;42;600;0;1;2;;;1;0;1;0
201800011017;3;943;;;2;2;;;0;1;1;;;1;0;1;0
201800011018;3;910;;;2;2;;;0;1;1;;;1;5;1;0
201800011019;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800011020;3;751;;C;2;2;44;100;1;1;1;;;1;0;1;0
201800011021;4;;;;2;2;;;0;1;1;;;2;0;1;0
201800011022;3;766;;;2;2;;;0;1;1;;;2;0;1;0
201800011023;3;959;;;2;2;3;;0;2;1;;460;2;0;1;0
201800011024;3;29;;;2;2;5;770;0;1;1;;;2;0;1;0
201800011025;3;938;;;2;2;8;;0;1;1;;;5;0;1;0
201800011026;3;2;;;2;2;4;943;0;1;1;;;1;0;1;0
201800011027;3;938;;D;2;2;;;0;2;1;;;2;0;1;0
201800011028;3;959;;;3;2;8;300;3;2;1;;;1;5;1;0
201800011029;3;959;;;2;2;;;0;2;1;;;2;0;1;0
201800011030;3;2;;;2;2;16;800;0;1;2;;;9;0;3;0
201800011031;3;766;;;2;2;;;0;1;1;;;1;0;1;0
201800011032;3;2;;;2;2;7;300;0;1;1;;;1;0;3;0
201800011033;3;29;;;2;2;6;0;1;1;1;;;1;0;1;0
201800011034;3;28;;;2;2;9;965;0;1;1;;;1;0;1;0
201800011035;3;766;;;2;2;40;500;0;1;1;;;1;0;3;0
201800011036;3;959;;;2;2;14;700;0;1;1;;;1;0;1;0
201800011037;3;2;;;2;2;12;0;0;2;2;;;1;0;1;0
201800011038;3;428;;;2;2;;;0;1;1;;;1;0;4;0
201800011039;3;48;;;2;2;25;490;0;1;4;;;1;0;3;0
201800011040;3;959;;D;2;2;;;0;4;1;;;1;0;1;0
201800011041;3;300;;C;2;2;;;0;1;3;;;1;0;3;0
201800011042;3;938;;;2;2;15;0;0;1;1;;;1;0;1;0
201800011043;3;476;;D;2;2;;;0;1;1;;;1;0;3;0
201800011044;3;6;;D;2;2;26;0;0;1;1;;;1;0;1;0
201800011045;4;;;;2;2;;;0;1;1;;;2;0;3;0
201800011046;3;48;;;2;2;24;400;0;1;1;;;2;0;1;0
201800011047;3;68;;;2;2;10;100;0;1;1;;;1;0;3;0
201800011048;4;;;;2;2;;;0;1;1;;;2;5;1;0
201800011049;3;37;;;1;4;15;500;0;1;1;;;2;0;1;0
201800011050;9;76;;;2;2;;;0;1;1;;;1;0;1;0
201800011051;4;;;;2;2;;;;;;;;;;1;
201800011052;3;952;;;2;2;38;650;0;1;1;;;1;0;1;0
201800011053;3;54;;;2;2;44;50;0;1;1;;;1;0;1;0
201800011054;3;49;;;2;2;2;160;0;2;1;;;1;0;1;0
201800011055;3;749;;;2;2;3;800;0;1;1;;;1;0;1;0
201800011056;4;;;;2;2;;;0;2;1;;;1;0;1;0
201800011057;3;3;;;2;2;18;0;0;1;3;;;1;0;1;0
201800011058;3;69;;;2;2;35;800;0;1;1;;;1;0;3;0
201800011059;3;959;;;0;2;;;0;1;1;;;1;0;1;0
201800011060;3;124;;;;;;;;;;;;;;;
201800011061;3;3;;;2;2;6;600;0;1;3;;;1;0;1;0
201800011062;3;54;;;2;2;;;0;1;1;;;1;0;1;0
201800011063;4;;;;2;2;;;0;1;1;;;2;0;1;0
201800011064;3;3;;;2;2;9;0;0;1;1;;;2;0;3;0
201800011065;3;976;;;0;2;24;701;0;2;1;;;2;5;1;0
201800011066;3;46;;;2;2;9;0;;1;;;;;;1;
201800011067;9;;;;2;2;;;0;1;1;;;2;0;3;0
201800011068;9;;;;2;2;;;0;1;2;;;1;0;3;0
201800011069;3;976;;;2;2;;;0;1;1;;;1;0;1;0
201800011070;3;140;;D;2;2;5;600;0;1;1;;;1;2;1;0
201800011071;4;;;;1;1;;;0;1;1;;;1;0;1;0
201800011072;3;952;;;2;2;24;640;0;1;1;;;1;0;1;0
201800011073;3;164;;;2;2;0;0;0;1;1;0;0;1;0;1;99
201800011074;3;406;;;2;1;4;900;0;1;3;0;0;2;5;1;99
201800011075;3;164;;;2;2;0;606;0;2;1;0;0;1;0;1;99
201800011076;4;;;;1;1;;;0;1;1;0;0;1;0;1;99
201800011077;4;;;;2;2;;;0;1;3;0;0;7;0;3;99
201800011078;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800011079;3;406;;;2;2;1;0;0;2;3;;;1;0;3;0
201800011080;4;;;;2;2;0;0;0;2;1;;;1;5;3;0
201800011081;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800011082;3;613;;;3;4;17;200;0;3;1;;;2;0;3;0
201800011083;3;45;;;2;2;29;100;0;3;1;;;1;0;3;0
201800011084;4;;;;2;1;0;0;0;4;2;;;1;0;3;0
201800011085;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800011086;4;;;;0;2;;;0;1;1;;;1;0;2;0
201800011087;3;751;;;1;2;79;900;0;1;0;0;25;3;;;
201800011088;3;613;;A;0;1;19;739;0;1;3;;;1;0;3;0
201800011089;3;613;;;3;4;16;399;0;2;1;;;2;0;3;0
201800011090;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800011091;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800011092;4;;;;2;2;0;0;0;1;1;;;2;0;3;0
201800011093;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800011094;4;;;;2;2;0;0;0;4;1;;;2;0;3;0
201800011095;3;579;;;2;3;28;0;0;4;1;;;1;0;3;0
201800011096;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800011097;4;;;;2;2;0;0;0;1;1;;;2;0;3;0
201800011098;3;406;;;2;3;4;500;0;1;1;;;2;0;3;0
201800011099;3;406;;;2;1;1;300;0;1;1;;;2;0;3;0
201800011100;3;224;;;0;2;;;0;1;1;;;1;0;3;0
201800011101;3;35;;;2;2;8;600;0;1;1;;;1;0;1;0
201800011102;3;501;;;2;2;;;0;2;1;;;1;0;1;0
201800011103;3;952;;;2;2;73;70;0;1;1;;;1;0;1;0
201800011104;3;301;;;2;2;;;0;1;1;;;1;0;1;0
201800011105;3;751;;;2;2;;;;;;;;;0;1;0
201800011106;4;14;;R;2;2;;;0;1;2;;;1;0;3;0
201800011107;3;8;;;2;2;17;800;0;1;2;;;1;0;3;0
201800011108;3;57;;;2;2;15;335;0;1;1;;;1;0;1;0
201800011109;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800011110;3;8;;;2;2;34;450;0;1;3;;;1;0;1;0
201800011111;3;110;;;2;2;5;90;0;1;1;;;1;0;1;0
201800011112;3;58;;;2;2;25;600;0;1;1;;;2;0;1;0
201800011113;3;18;;D;2;2;0;700;0;1;3;;;1;0;1;0
201800011114;3;910;;;2;3;60;300;0;1;1;;;1;0;1;0
201800011115;3;18;;;2;2;2;490;0;1;3;;;1;0;1;0
201800011116;4;;;;1;1;;;0;1;1;;;1;0;1;0
201800011117;3;760;;;2;2;82;;0;1;1;;;1;0;1;0
201800011118;3;21;;;2;2;5;870;0;2;3;;;1;0;1;0
201800011119;4;;;;0;2;;;0;1;3;;;1;0;3;0
201800011120;3;749;;D;0;2;;;0;1;1;;;1;0;1;0
201800011121;3;8;;;2;2;36;300;0;1;3;;;1;0;3;0
201800011122;3;31;;D;2;2;55;0;0;1;1;;;2;0;1;0
201800011123;3;764;;;2;2;15;200;0;1;1;;;1;0;1;0
201800011124;3;9;;;2;2;6;0;0;4;1;;;2;2;1;0
201800011125;3;10;;;2;2;14;800;0;1;2;;;2;0;3;0
201800011126;3;12;;A;1;2;20;600;0;4;1;;;1;0;1;0
201800011127;3;943;;;2;2;18;0;0;2;1;;;1;0;1;0
201800011128;3;943;;D;2;2;15;950;0;2;3;;;1;0;1;0
201800011129;3;592;;;;;;;;;;;;;;;
201800011130;3;92;;;2;2;5;400;0;2;1;;;1;0;1;0
201800011131;4;25;;V;2;2;4;20;0;1;1;;;1;6;1;0
201800011132;3;93;;;2;2;13;300;0;2;1;;;1;0;1;0
201800011133;3;943;;;2;2;9;600;0;1;3;;;2;0;1;0
201800011134;3;764;;;2;2;16;;0;1;1;;;1;0;1;0
201800011135;3;760;;;2;2;2;400;0;1;1;;;1;0;1;0
201800011136;3;00 9;;;2;2;;;0;2;1;;;1;0;1;0
201800011137;6;;;;;;;;0;1;1;;;1;0;1;0
201800011138;3;350;;;2;2;;;0;1;2;;;1;0;3;0
201800011139;3;101;;;2;2;17;900;0;1;3;;;1;0;3;0
201800011140;3;50;;;2;2;30;0;0;3;1;;;1;0;3;0
201800011141;3;59;;;2;2;4;500;0;1;1;;;1;0;1;0
201800011142;3;21;;;2;2;47;111;0;1;1;;;1;0;1;0
201800011143;3;760;;;2;2;58;;0;1;1;;;1;0;1;0
201800011144;5;;;;0;1;;;0;2;1;;;1;0;3;0
201800011145;3;970;;;2;2;;;0;1;1;;;1;0;4;0
201800011146;3;31;;;2;2;83;50;0;1;1;;;1;0;3;0
201800011147;3;59;;;2;2;8;600;0;3;3;;;1;0;1;0
201800011148;4;;;;1;1;;;0;2;1;;;2;0;4;0
201800011149;3;390;;;2;2;1;400;0;1;1;;;1;0;3;0
201800011150;3;31;;;2;2;74;520;0;1;1;;;1;5;1;0
201800011151;3;50;;;2;2;17;0;0;1;1;;;1;0;1;0
201800011152;3;96;;;2;2;1;700;0;1;2;;;1;0;1;0
201800011153;3;541;;;2;2;;;0;1;1;;;1;0;1;0
201800011154;3;60;;;2;2;3;300;0;1;1;;;1;0;1;0
201800011155;4;;;;2;2;;;0;1;1;;;2;0;1;0
201800011156;3;17;;D;2;2;40;800;0;1;1;;;1;0;1;0
201800011157;3;87;;;2;2;;;0;1;3;;;2;0;1;0
201800011158;3;87;;;2;2;3;900;0;1;3;;;2;0;1;0
201800011159;3;910;;;2;3;49;550;0;1;1;;;1;0;3;0
201800011160;4;;;;2;2;;;0;1;2;;;1;0;1;0
201800011161;3;50;;;2;2;8;250;0;1;1;;;1;0;1;0
201800011162;3;17;;;2;2;26;450;0;1;3;;;1;0;1;0
201800011163;3;84;;;1;2;15;150;0;1;1;;;1;0;1;0
201800011164;9;;;;1;1;;;3;2;2;;;1;0;1;0
201800011165;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800011166;3;82;;;2;2;4;700;0;1;3;;;1;0;1;0
201800011167;4;11;;;2;2;;;0;1;1;;;1;0;1;0
201800011168;3;943;;;2;2;;;0;1;1;;;1;0;1;0
201800011169;3;943;;A;3;4;43;500;0;1;1;;;1;0;1;0
201800011170;3;84;;;1;1;23;400;0;1;1;;;1;0;1;0
201800011171;3;50;;;2;2;11;300;0;1;1;;;1;0;1;0
201800011172;3;50;;;2;2;1;313;0;1;1;;;1;0;1;0
201800011173;4;;;;;;;;;;;;;;;;
201800011174;3;32;;;2;2;3;350;0;1;1;;;2;5;1;0
201800011175;3;84;;;2;2;24;850;0;1;4;;;1;0;1;0
201800011176;3;910;;;4;4;;;0;1;1;;;1;0;1;0
201800011177;3;13;;;2;2;16;828;0;2;2;0;0;1;0;1;0
201800011178;4;11;;;2;1;;;0;2;3;0;0;1;0;1;0
201800011179;3;43;;;2;2;4;462;0;1;2;0;0;1;0;3;0
201800011180;3;13;;;2;2;20;212;0;2;1;0;0;1;0;1;0
201800011181;3;12;;;2;2;28;719;0;1;1;0;0;1;0;1;0
201800011182;3;992;;;2;2;12;800;0;2;1;0;0;2;0;3;0
201800011183;3;15;;;2;2;16;600;0;2;3;0;0;2;0;3;0
201800011184;3;19;;;2;2;16;681;0;1;1;0;0;1;5;1;0
201800011185;3;320;;;2;2;3;496;0;2;3;0;0;1;0;3;0
201800011186;3;7;;B;2;2;36;0;0;1;1;0;0;1;0;1;0
201800011187;3;704;;;2;2;9;500;0;3;4;0;0;2;0;1;0
201800011188;3;704;;;2;2;8;800;0;2;2;0;0;1;0;1;0
201800011189;3;19;;;2;2;26;0;0;1;1;0;0;1;0;1;0
201800011190;3;704;;;2;2;9;500;0;2;3;0;0;1;0;1;0
201800011191;3;98;;;2;2;7;794;0;3;1;0;0;1;0;1;0
201800011192;3;31;;;2;2;21;1286;0;2;3;0;0;1;0;1;0
201800011193;3;12;;;2;2;8;785;0;2;1;0;0;1;0;1;0
201800011194;3;26;;;2;2;13;41;0;2;1;0;0;1;0;4;0
201800011195;4;2;;C;2;2;25;600;0;2;1;0;0;2;0;3;0
201800011196;3;62;;;2;2;14;389;0;1;1;0;5;1;0;1;99
201800011197;3;5;;;2;2;2;969;0;1;1;0;5;1;0;1;99
201800011198;3;942;;;2;2;37;100;0;2;2;0;0;1;0;1;0
201800011199;4;;;;2;2;;;0;4;3;0;0;1;0;1;0
201800011200;2;147;;;2;2;29;400;0;4;3;0;0;2;0;1;0
201800011201;3;3;;;2;2;28;390;0;1;1;0;0;1;5;1;0
201800011202;2;147;;;2;2;34;284;0;1;1;0;0;1;0;1;0
201800011203;3;711;;;2;2;32;288;0;2;3;0;0;2;0;3;0
201800011204;3;28;;;2;2;21;100;0;2;3;0;0;2;0;1;0
201800011205;3;28;;;2;2;21;129;0;2;3;0;0;1;0;1;0
201800011206;3;28;;;2;2;34;117;0;1;3;0;6;1;0;1;99
201800011207;3;1;;;2;2;16;800;0;1;1;0;0;1;0;1;0
201800011208;3;1;;;2;2;30;800;0;2;1;0;0;1;0;3;0
201800011209;4;;;;2;2;;;0;1;1;0;0;1;0;1;0
201800011210;3;88;;A;2;2;0;280;0;1;0;0;20;1;0;0;0
201800011211;2;145;;;2;2;16;589;0;1;1;0;0;1;0;1;0
201800011212;3;942;;;2;2;21;482;0;1;1;0;0;1;2;1;0
201800011213;3;942;;;2;2;20;850;0;1;1;0;0;1;0;1;0
201800011214;4;235;;;2;2;1;80;0;2;3;0;0;2;2;1;0
201800011215;3;941;;;2;2;60;950;0;1;3;0;0;2;5;1;0
201800011216;3;941;;;3;2;65;561;0;2;1;0;0;2;0;1;0
201800011217;3;675;;;2;2;60;1000;0;1;1;0;0;1;0;3;0
201800011218;3;41;;;2;2;2;540;0;1;1;0;5;2;0;1;99
201800011219;3;941;;;2;2;65;176;0;2;1;0;0;1;0;1;0
201800011220;3;711;;;0;2;;;0;1;1;0;0;1;0;1;0
201800011221;3;21;;;2;2;26;681;0;1;2;0;0;1;0;3;0
201800011222;3;711;;;2;2;48;580;0;1;4;0;0;1;0;1;0
201800011223;3;901;;;2;2;7;831;0;2;1;0;0;7;0;1;0
201800011224;3;6;;B;2;2;2;700;0;2;2;0;0;1;0;3;0
201800011225;2;21;;;2;2;27;900;0;1;2;0;0;1;0;1;0
201800011226;2;21;;;2;2;35;242;0;2;1;0;0;1;0;1;0
201800011227;3;75;;;2;2;7;598;0;1;1;0;0;1;0;3;0
201800011228;3;110;;;2;2;2;175;0;1;1;0;0;1;0;1;0
201800011229;3;699;;;2;2;3;795;0;2;2;0;0;1;0;1;0
201800011230;3;33;;A;2;2;3;423;0;1;1;0;0;1;0;1;0
201800011231;3;42;;;2;2;1;980;0;1;3;0;0;1;0;3;0
201800011232;3;704;;;2;2;40;100;0;1;1;0;0;2;0;1;0
201800011233;4;;;;2;2;;;0;2;1;0;0;1;0;1;0
201800011234;3;901;;;2;2;55;776;0;1;1;0;0;1;0;1;0
201800011235;3;18;;;2;2;7;152;0;1;1;0;6;1;0;1;99
201800011236;3;901;;;2;2;51;900;0;2;2;0;0;1;0;1;0
201800011237;9;;;;2;2;;;0;3;2;0;0;1;0;1;0
201800011238;4;;;;2;2;;;0;2;1;0;0;1;0;1;0
201800011239;3;11;;;2;2;26;447;0;2;2;0;0;1;0;3;0
201800011240;3;11;2;A;2;2;1;900;0;1;1;0;0;1;0;1;0
201800011241;3;118;;;2;2;0;600;0;3;2;0;0;1;0;3;0
201800011242;3;17;3;A;2;2;2;702;0;1;2;0;0;2;0;1;0
201800011243;3;901;;;2;2;46;366;0;4;3;0;0;1;0;1;0
201800011244;4;1;;;2;2;;;0;1;2;0;0;2;0;3;0
201800011245;3;901;;;2;2;48;550;0;4;1;0;0;1;0;1;0
201800011246;3;941;;;2;2;66;500;0;2;3;;;2;0;3;0
201800011247;3;50;;;2;2;16;228;0;2;2;;;1;0;1;0
201800011248;4;;;;2;2;;;0;2;3;;;1;0;1;0
201800011249;3;941;;;3;2;70;318;0;3;2;;;2;0;1;0
201800011250;3;941;;;2;2;50;547;0;1;3;;;1;0;3;0
201800011251;3;997;;;2;2;3;40;0;1;1;;;2;0;3;0
201800011252;4;10;;;1;1;;;0;1;1;;;7;0;1;0
201800011253;3;14;;;2;2;328;349;0;2;1;;;2;0;1;0
201800011254;3;990;;;2;2;17;100;0;2;1;;;1;0;1;0
201800011255;3;917;;;2;2;15;200;0;1;3;;;1;0;1;0
201800011256;3;14;;;2;2;58;316;0;1;2;;;1;0;1;0
201800011257;3;15;;;2;2;31;486;0;1;1;;;1;0;3;0
201800011258;3;2;;;2;2;4;550;0;1;2;;;1;0;1;0
201800011259;3;11;;;2;2;27;435;0;3;4;;;1;0;1;0
201800011260;3;915;;;1;1;2;794;0;1;3;;;8;0;1;0
201800011261;3;24;;;2;2;12;0;0;2;1;;;1;0;1;0
201800011262;3;941;;;2;2;24;976;0;1;3;;;2;0;1;0
201800011263;4;;;;1;1;;;0;1;1;;;1;0;1;0
201800011264;3;990;;;2;2;43;840;0;2;2;;;1;0;1;0
201800011265;3;7;;;2;2;17;881;0;1;1;;;1;0;3;0
201800011266;3;941;;;2;2;29;95;0;1;1;;;1;0;1;0
201800011267;3;55;;;2;2;9;950;0;1;3;;;1;0;1;0
201800011268;3;996;;;2;2;37;175;0;1;1;;;2;0;3;0
201800011269;3;996;;;2;2;46;350;0;2;2;;;2;0;1;0
201800011270;3;941;;;2;2;9;500;0;3;1;;;1;0;3;0
201800011271;3;116;;;2;2;33;800;0;1;1;;;1;0;1;0
201800011272;4;;;;2;2;;;0;1;2;;42;1;0;1;0
201800011273;3;105;;D;2;2;15;350;0;1;1;;61;1;0;1;0
201800011274;3;114;;;2;2;16;864;0;1;1;;88;1;0;1;0
201800011275;3;115;;;2;2;2;0;0;1;1;;;2;0;1;0
201800011276;3;137;;;2;2;127;900;0;1;1;;;1;0;1;0
201800011277;2;11;;;3;4;18;0;0;1;1;;;1;0;1;0
201800011278;3;109;;D;2;2;9;0;0;1;1;;;2;0;1;0
201800011279;3;137;;D;2;2;130;500;0;1;1;;;1;0;1;0
201800011280;3;9;;;2;2;17;0;0;1;1;;;2;0;1;0
201800011281;3;731;;;2;2;21;0;0;1;2;;60;2;0;3;0
201800011282;9;142;;D;3;2;47;750;0;1;1;;73;1;0;1;0
201800011283;3;19;;;2;2;4;450;0;2;4;;;2;0;1;0
201800011284;6;;;;0;0;;;0;1;1;;;2;0;1;0
201800011285;3;2;;;2;2;14;950;0;1;1;;;1;0;1;0
201800011286;3;137;;;2;2;0;700;0;3;1;;71;2;0;1;0
201800011287;4;;;;2;2;;;0;2;1;;40;1;0;3;0
201800011288;3;2;;;2;2;1;700;0;1;3;;;1;0;1;0
201800011289;4;;;;2;2;;;0;1;3;;;1;0;1;0
201800011290;3;145;;;2;2;46;150;0;1;1;;;1;0;1;0
201800011291;3;145;;;2;2;106;494;0;1;1;;48;2;0;1;0
201800011292;3;261;;E;2;2;4;250;0;1;3;;59;1;0;1;0
201800011293;3;261;;E;2;2;4;250;0;1;4;;49;1;0;1;0
201800011294;3;158;;;2;2;8;500;0;2;2;;71;1;0;1;0
201800011295;3;124;;D;3;2;3;500;0;3;1;;72;1;0;1;0
201800011296;3;937;;C;2;2;5;200;0;1;3;;57;1;0;1;0
201800011297;3;911;;D;2;2;30;400;0;1;1;;63;2;0;1;0
201800011298;3;214;;;2;2;11;312;0;1;1;;69;1;0;1;0
201800011299;4;;;;2;2;;;0;1;1;;65;1;0;1;0
201800011300;3;124;;D;2;2;5;408;0;1;1;;55;1;5;3;0
201800011301;3;137;;;3;4;92;300;0;1;3;;171;1;0;1;0
201800011302;3;137;;;3;4;98;800;0;1;1;;;1;0;1;0
201800011303;3;137;;;2;2;76;939;0;1;3;;;1;5;3;0
201800011304;3;141;;D;2;2;5;810;0;1;1;;45;2;0;1;0
201800011305;3;25;;;2;2;16;200;0;1;3;;65;1;0;1;0
201800011306;3;25;;;2;2;1;450;0;1;1;;74;1;0;1;0
201800011307;4;;;;2;2;2;;0;1;3;;51;2;0;4;0
201800011308;3;733;;D;2;2;35;358;0;2;1;;71;1;0;1;0
201800011309;4;0;;;2;2;;;0;1;1;;55;1;0;1;0
201800011310;3;25;;;2;2;6;900;0;1;2;;57;1;0;3;0
201800011311;3;141;;E;2;2;3;900;0;1;1;;56;1;0;1;0
201800011312;3;733;;E;2;2;36;600;0;1;1;;59;1;0;1;0
201800011313;3;14;;;2;2;8;0;0;1;1;;67;1;0;1;0
201800011314;3;25;;;2;2;2;500;0;1;1;;67;1;0;1;0
201800011315;4;;;;2;2;;;0;2;3;;;1;0;1;0
201800011316;3;14;;E;2;2;3;500;0;1;1;;;1;0;1;0
201800011317;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800011318;3;26;;;2;2;5;700;0;1;1;;182;1;2;1;0
201800011319;4;;;;2;2;;;0;1;1;;61;1;0;1;0
201800011320;3;734;;;2;2;16;50;0;1;1;;67;1;0;3;0
201800011321;3;26;;;2;2;11;96;0;1;2;;77;1;0;1;0
201800011322;3;734;;;2;2;19;145;0;1;1;;84;1;5;1;0
201800011323;3;126;;D;2;2;23;250;0;1;1;;63;1;0;4;0
201800011324;3;734;;;2;2;14;813;0;1;1;;54;1;0;1;0
201800011325;4;;;;2;1;;;0;1;2;;48;1;0;1;0
201800011326;3;274;;D;0;1;2;386;0;1;2;;59;1;0;3;0
201800011327;5;;;;0;5;;;0;1;1;;;1;0;1;0
201800011328;3;126;;;2;2;10;500;0;1;1;;;1;0;1;0
201800011329;4;;;;2;2;;;0;1;1;;;1;0;4;0
201800011330;3;734;;;1;1;9;225;0;1;3;;;1;0;4;0
201800011331;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800011332;2;734;;;2;2;5;300;0;1;1;;;2;0;3;0
201800011333;3;115;;;2;2;10;536;0;1;1;;68;1;0;3;0
201800011334;4;;;;2;2;;;0;2;3;;42;1;0;1;0
201800011335;3;205;;;2;2;22;453;0;1;1;;45;1;0;1;0
201800011336;3;108;;;2;2;27;0;0;1;1;;;1;5;1;0
201800011337;3;939;;D;2;2;57;500;0;1;2;;;1;0;3;0
201800011338;3;115;;;2;2;13;145;0;1;1;;;1;0;1;0
201800011339;4;;;;2;2;113;400;0;1;1;;;2;0;1;0
201800011340;3;113;;;2;2;10;0;0;1;1;;;1;0;3;0
201800011341;3;118;;;2;2;10;500;0;1;1;;;1;5;1;0
201800011342;3;950;;;2;2;11;460;0;1;4;;73;1;0;3;0
201800011343;3;124;;;2;2;14;900;0;1;3;;55;1;0;3;0
201800011344;3;119;;;2;2;27;260;0;4;2;;49;2;0;1;0
201800011345;3;939;;;2;2;43;2;0;2;1;;58;1;0;3;0
201800011346;2;150;;;2;2;12;500;0;1;1;;55;1;0;1;0
201800011347;3;114;;;2;2;50;0;0;1;1;;70;1;5;1;0
201800011348;3;150;;;2;2;20;779;0;1;2;;117;1;5;1;0
201800011349;3;939;;E;1;2;0;10;0;1;1;;67;1;5;1;0
201800011350;3;950;;;2;2;16;1200;0;2;1;;70;1;0;3;0
201800011351;3;120;;;2;2;22;200;0;2;4;;67;1;2;1;0
201800011352;3;122;;;2;2;13;461;0;1;2;;43;3;0;3;0
201800011353;3;124;;;2;2;19;98;0;3;4;;53;1;0;1;0
201800011354;3;119;;D;2;2;18;1370;0;1;1;;;1;0;1;0
201800011355;3;217;;;2;2;4;800;0;1;3;;;2;0;1;0
201800011356;4;;;;2;2;242;;0;2;1;;;1;4;1;0
201800011357;4;;;;2;2;;;0;1;4;;;1;0;1;0
201800011358;3;939;;;2;2;26;0;0;1;1;;;2;0;1;0
201800011359;3;731;;;2;2;1;300;0;2;3;;;1;0;1;0
201800011360;3;127;;;2;2;7;100;0;1;1;;53;1;0;3;0
201800011361;3;130;;;2;2;6;700;0;1;1;;58;1;0;1;0
201800011362;3;107;;E;2;2;0;387;0;1;1;;67;1;0;1;0
201800011363;3;131;;;2;2;71;286;0;3;2;;61;1;0;3;0
201800011364;4;;;;2;2;;;0;1;1;;42;1;0;1;0
201800011365;3;131;;;2;2;71;193;0;1;1;;54;1;0;3;0
201800011366;3;120;;;2;2;10;100;0;1;1;;;2;0;3;0
201800011367;3;133;;;2;2;3;900;0;1;3;;;2;0;1;0
201800011368;3;121;;;2;2;22;100;0;1;1;;;1;0;3;0
201800011369;3;131;;;2;2;51;202;0;1;2;;51;2;0;1;0
201800011370;3;939;;;2;2;16;800;0;1;1;;78;2;5;1;0
201800011371;3;129;;;2;2;41;123;;1;1;;59;2;0;1;99
201800011372;3;121;;E;2;2;2;574;0;1;3;;58;1;0;3;0
201800011373;3;129;3;E;2;2;3;549;0;2;3;;53;1;0;1;0
201800011374;4;;;;2;2;;;0;3;1;;29;1;0;1;0
201800011375;3;120;;;2;2;33;276;0;1;3;;61;1;0;1;0
201800011376;3;124;;;2;2;39;36;0;1;2;;;1;2;3;0
201800011377;3;939;;;2;2;13;200;0;1;3;;;2;0;3;0
201800011378;3;939;;D;2;2;0;200;0;1;2;;;1;0;3;0
201800011379;3;23;;;2;2;67;200;0;1;3;;;2;0;3;0
201800011380;3;139;;;2;2;6;900;0;1;1;;;1;0;3;0
201800011381;3;920;;;2;2;4;101;0;4;1;;;1;0;1;0
201800011382;3;923;;;2;2;16;151;3;1;1;;;1;0;3;0
201800011383;3;923;;;2;2;17;500;0;1;1;;;1;0;3;0
201800011384;3;24;;;2;2;20;1;0;1;1;;;1;0;1;0
201800011385;3;12213;;;2;2;1;700;0;1;3;;;1;0;3;0
201800011386;3;130;;;2;2;75;0;0;1;1;;;1;0;1;0
201800011387;3;906;;;2;2;78;800;0;1;1;;;5;0;1;0
201800011388;3;906;;;2;2;77;100;0;1;1;;;5;0;3;0
201800011389;3;130;;;;;75;10;;;;;;;;;
201800011390;3;28;;;2;2;60;50;0;3;3;;;1;0;3;0
201800011391;3;330;;;2;2;3;701;0;1;2;;;1;0;3;0
201800011392;3;18;;;2;2;9;50;0;3;2;;;1;2;1;0
201800011393;3;28;;;2;2;51;200;0;1;3;;;1;0;1;0
201800011394;3;106;;5;2;2;2;500;0;1;1;;;1;0;1;0
201800011395;3;261;;;2;2;4;600;0;1;1;;;1;0;1;0
201800011396;3;28;;;2;2;60;601;0;2;1;;;2;0;1;0
201800011397;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800011398;3;906;;;2;2;75;601;0;1;1;;;2;0;1;0
201800011399;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800011400;4;;;;1;1;;;0;2;4;;;1;5;1;0
201800011401;3;137;;;2;2;5;250;0;1;3;;;2;0;3;0
201800011402;4;;;;2;2;;;0;1;1;;;7;0;1;0
201800011403;3;197;;;2;2;0;33;0;1;1;;;1;0;4;0
